,Target
249825,1
92803,0
6895,0
239278,1
96278,0
139170,1
89028,0
140161,1
229501,1
60434,0
192200,1
29019,0
98608,0
78141,0
89324,0
241096,1
114149,0
76164,0
127742,0
206583,1
169526,1
223588,1
79950,0
108004,0
209643,1
19765,0
139224,1
158076,1
158301,1
97199,0
111033,0
244619,1
44792,0
124902,0
108337,0
197937,1
101787,0
44264,0
113742,0
35491,0
193925,1
131844,1
212248,1
219114,1
64535,0
249040,1
254116,1
221663,1
56546,0
37792,0
216431,1
34007,0
46833,0
53819,0
165387,1
209358,1
27985,0
134609,1
48448,0
70013,0
56217,0
14281,0
229813,1
252379,1
45237,0
93682,0
212475,1
122897,0
176491,1
43338,0
39435,0
93999,0
150468,1
250536,1
140998,1
50309,0
178839,1
141564,1
153607,1
103835,0
66616,0
177548,1
15976,0
10492,0
65160,0
11889,0
70585,0
125071,0
44061,0
154002,1
126941,0
188993,1
40395,0
191219,1
156325,1
235850,1
140378,1
12680,0
30399,0
152479,1
24960,0
116757,0
120664,0
250423,1
53488,0
4375,0
2356,0
50714,0
163749,1
45983,0
95075,0
42645,0
111048,0
101852,0
206848,1
207968,1
15426,0
233559,1
226642,1
142417,1
46753,0
227008,1
244425,1
7124,0
243471,1
115807,0
24631,0
99891,0
26908,0
35056,0
18905,0
36407,0
10165,0
69650,0
87601,0
211302,1
132258,1
46024,0
79440,0
4236,0
175660,1
68922,0
88682,0
91176,0
235927,1
71307,0
143811,1
212108,1
115543,0
251521,1
202086,1
64932,0
244130,1
93888,0
149903,1
200021,1
163444,1
250722,1
115195,0
130275,1
11340,0
32253,0
98037,0
199266,1
244515,1
177559,1
35286,0
246940,1
207754,1
33769,0
11083,0
182982,1
130499,1
165671,1
48696,0
72885,0
215938,1
171101,1
105432,0
225061,1
164000,1
219862,1
153074,1
72435,0
50441,0
250651,1
19458,0
57479,0
73292,0
250798,1
174514,1
197002,1
7641,0
253253,1
150458,1
77618,0
2185,0
133584,1
245769,1
1750,0
147119,1
120679,0
34151,0
38499,0
227055,1
221583,1
193328,1
241900,1
58073,0
92468,0
10497,0
198930,1
216187,1
101191,0
219546,1
89009,0
152236,1
236226,1
84274,0
169188,1
151165,1
105434,0
122227,0
196802,1
36696,0
104133,0
49037,0
47509,0
158976,1
18192,0
159144,1
71053,0
114564,0
240162,1
144296,1
75704,0
244663,1
135550,1
197235,1
207096,1
213571,1
151326,1
140544,1
226112,1
86573,0
143097,1
133627,1
90121,0
60513,0
115138,0
224100,1
44373,0
158338,1
185037,1
235056,1
7773,0
6558,0
247248,1
208187,1
155715,1
128557,1
129126,1
34288,0
174126,1
194964,1
33624,0
164286,1
155611,1
122559,0
215644,1
156912,1
152979,1
49333,0
120635,0
222679,1
138075,1
65851,0
104767,0
73314,0
77083,0
177784,1
15726,0
150120,1
63965,0
46657,0
164767,1
22324,0
238840,1
110187,0
51693,0
243043,1
75218,0
201657,1
153543,1
202263,1
137187,1
159668,1
6713,0
243833,1
37963,0
166305,1
185217,1
242967,1
211651,1
63985,0
87483,0
137461,1
236177,1
13997,0
137741,1
208810,1
5816,0
110710,0
79190,0
126732,0
246329,1
80655,0
169480,1
30153,0
201775,1
66128,0
228160,1
160921,1
176792,1
244555,1
193319,1
153742,1
142768,1
203306,1
173837,1
166448,1
74432,0
136935,1
250283,1
31214,0
250433,1
237853,1
215423,1
228065,1
194266,1
183152,1
127006,0
231194,1
152234,1
215939,1
253315,1
47102,0
227985,1
80354,0
26554,0
31045,0
119005,0
112873,0
112151,0
102783,0
79204,0
184929,1
245928,1
58229,0
214999,1
227750,1
37180,0
250590,1
44745,0
77323,0
156813,1
178734,1
181718,1
48600,0
41427,0
168980,1
32779,0
159466,1
152868,1
47290,0
119872,0
70363,0
161971,1
809,0
141938,1
48120,0
195373,1
19731,0
144657,1
194118,1
130386,1
204611,1
133798,1
138128,1
102619,0
71528,0
126587,0
245109,1
51466,0
1597,0
95672,0
220483,1
14938,0
236348,1
55281,0
212022,1
81061,0
110791,0
51141,0
56315,0
170128,1
22672,0
75943,0
40632,0
180237,1
93497,0
36149,0
125350,0
231645,1
75272,0
214630,1
121439,0
221615,1
37188,0
168465,1
90400,0
4789,0
169080,1
91451,0
112895,0
163868,1
151967,1
152014,1
167835,1
49096,0
215311,1
208782,1
5069,0
38349,0
242716,1
145209,1
90034,0
84754,0
228448,1
97304,0
226258,1
220956,1
137164,1
147158,1
203748,1
55927,0
211473,1
75037,0
57703,0
96459,0
193604,1
34977,0
189791,1
49093,0
194527,1
191863,1
220081,1
121783,0
63366,0
152406,1
233033,1
42430,0
111444,0
163028,1
161068,1
180974,1
62819,0
113370,0
31669,0
149847,1
37793,0
21475,0
46774,0
54510,0
224486,1
180306,1
254643,1
85525,0
219650,1
133381,1
13532,0
156735,1
127283,0
27913,0
110257,0
1392,0
80234,0
239034,1
111051,0
24313,0
240257,1
140710,1
129822,1
126250,0
70902,0
165185,1
31399,0
101539,0
189732,1
16711,0
234157,1
76016,0
210160,1
52041,0
245664,1
210801,1
14367,0
161025,1
69035,0
214178,1
126542,0
10811,0
198034,1
101878,0
107407,0
242085,1
239669,1
249302,1
141897,1
116603,0
3184,0
182909,1
10014,0
213884,1
164449,1
34538,0
140389,1
216461,1
186352,1
177787,1
166337,1
23885,0
29406,0
12117,0
136637,1
52159,0
133294,1
119997,0
59337,0
143461,1
122107,0
56414,0
74817,0
167414,1
215709,1
87595,0
101950,0
67034,0
56248,0
217440,1
73678,0
201114,1
59736,0
133899,1
148581,1
102295,0
63434,0
31475,0
200099,1
2337,0
159937,1
206029,1
137052,1
202609,1
184087,1
70139,0
146764,1
10815,0
149788,1
71683,0
235478,1
22485,0
165675,1
173557,1
188711,1
254085,1
209500,1
141346,1
173526,1
74422,0
213339,1
123857,0
93154,0
159225,1
70765,0
170938,1
43977,0
194392,1
33418,0
231578,1
138605,1
230495,1
233324,1
228116,1
236858,1
97925,0
73693,0
54756,0
35232,0
127175,0
46940,0
69522,0
60423,0
69320,0
60341,0
232138,1
217462,1
242417,1
245626,1
139698,1
39587,0
110193,0
132102,1
254890,1
243898,1
204372,1
59252,0
34140,0
105732,0
238582,1
85061,0
218153,1
175822,1
30793,0
217497,1
201546,1
36630,0
110752,0
72288,0
38021,0
26120,0
68340,0
63938,0
174459,1
34255,0
81998,0
157730,1
175782,1
164946,1
211862,1
121831,0
198038,1
35135,0
130903,1
89952,0
149679,1
84262,0
165825,1
15236,0
159590,1
197526,1
186014,1
253018,1
207694,1
57866,0
11756,0
90950,0
46154,0
205505,1
250330,1
59512,0
6630,0
153593,1
223280,1
137317,1
94032,0
81162,0
133741,1
222516,1
254418,1
220763,1
908,0
207160,1
77068,0
122831,0
125151,0
73415,0
196004,1
5363,0
63025,0
153390,1
209967,1
53375,0
207213,1
97588,0
212388,1
102081,0
89834,0
246791,1
127407,0
190241,1
180903,1
42005,0
175834,1
176095,1
176514,1
109933,0
105139,0
205014,1
136862,1
2495,0
216996,1
22173,0
194941,1
207759,1
107066,0
40606,0
60362,0
87062,0
170181,1
124515,0
198776,1
54646,0
152516,1
61159,0
92750,0
85447,0
178283,1
207825,1
148239,1
247564,1
33494,0
210147,1
159143,1
62857,0
231763,1
3913,0
158488,1
48013,0
214943,1
11106,0
86062,0
68094,0
158773,1
224971,1
67315,0
236208,1
117820,0
52114,0
218643,1
167398,1
205525,1
130005,1
59877,0
173825,1
243272,1
56077,0
71129,0
33375,0
9058,0
52052,0
38213,0
82544,0
254159,1
215425,1
34641,0
98129,0
168978,1
18861,0
33279,0
238921,1
106195,0
109735,0
89835,0
217143,1
141297,1
182679,1
163480,1
5907,0
159766,1
63307,0
58608,0
173206,1
253886,1
251993,1
141429,1
56298,0
86109,0
135752,1
247498,1
48124,0
221281,1
214817,1
88950,0
168554,1
11595,0
110439,0
103727,0
151774,1
205244,1
22999,0
56466,0
47772,0
75133,0
4927,0
176588,1
136192,1
70179,0
118543,0
76460,0
213716,1
139451,1
56474,0
9613,0
45775,0
228299,1
88729,0
169837,1
5572,0
32683,0
59637,0
167110,1
170362,1
88330,0
232177,1
191202,1
211881,1
140818,1
8218,0
28934,0
169471,1
158154,1
209240,1
66059,0
249173,1
113324,0
221861,1
45482,0
157549,1
154345,1
232004,1
78356,0
31572,0
160655,1
76226,0
63770,0
4590,0
9485,0
125682,0
193186,1
164779,1
9429,0
235863,1
197587,1
106972,0
244989,1
235067,1
188083,1
114869,0
76443,0
244165,1
232265,1
125638,0
223357,1
187346,1
121053,0
120537,0
71044,0
77070,0
38857,0
151894,1
226463,1
162150,1
22178,0
13245,0
188814,1
93341,0
100500,0
226437,1
149469,1
152414,1
203713,1
111933,0
192017,1
116561,0
167205,1
230302,1
115538,0
28127,0
99751,0
114476,0
107574,0
113387,0
107278,0
51127,0
217563,1
169624,1
68020,0
81739,0
143066,1
174050,1
233393,1
9895,0
138095,1
85694,0
93589,0
192864,1
251735,1
82198,0
151589,1
42459,0
140184,1
65711,0
186545,1
240837,1
21277,0
107855,0
120684,0
16760,0
62532,0
124251,0
46902,0
152924,1
101932,0
80853,0
223953,1
89344,0
3557,0
181585,1
28851,0
231971,1
187090,1
55706,0
82828,0
187139,1
16486,0
151170,1
10989,0
23661,0
85248,0
83205,0
96238,0
22813,0
49680,0
167814,1
141422,1
196365,1
40782,0
142891,1
19848,0
172441,1
141251,1
22499,0
107021,0
194729,1
169568,1
50718,0
249149,1
139234,1
150269,1
156713,1
116628,0
154371,1
163941,1
38927,0
35469,0
23551,0
243364,1
1973,0
141082,1
139176,1
8877,0
232008,1
116199,0
136783,1
99842,0
49409,0
169787,1
33096,0
244236,1
17445,0
109778,0
220845,1
41533,0
217783,1
46160,0
127998,1
34912,0
63527,0
236383,1
175322,1
106426,0
211825,1
189458,1
31841,0
220399,1
117940,0
143185,1
228984,1
240496,1
254775,1
128286,1
181761,1
159339,1
171021,1
190322,1
104919,0
138261,1
82738,0
195610,1
220647,1
118293,0
235480,1
42454,0
124988,0
124312,0
84877,0
77210,0
104009,0
134276,1
134008,1
169210,1
69870,0
102587,0
181728,1
50179,0
201313,1
219035,1
27178,0
182568,1
211053,1
235432,1
104200,0
24678,0
16904,0
159704,1
155652,1
229148,1
138043,1
202287,1
78188,0
26595,0
173174,1
69430,0
33922,0
159605,1
236000,1
37402,0
193181,1
199014,1
141530,1
127954,1
53869,0
66890,0
91489,0
46576,0
93568,0
214993,1
50359,0
145125,1
146039,1
23579,0
237224,1
29646,0
95381,0
74581,0
101411,0
180736,1
82247,0
154182,1
56024,0
44741,0
247973,1
58500,0
77868,0
77091,0
223346,1
72590,0
114366,0
210238,1
65482,0
191438,1
133199,1
154644,1
181712,1
119828,0
55523,0
80590,0
56180,0
218601,1
120148,0
39999,0
7712,0
73747,0
11366,0
37408,0
4293,0
158893,1
78538,0
175793,1
30108,0
50328,0
219042,1
170146,1
168150,1
79435,0
202166,1
91928,0
145764,1
71835,0
153886,1
55694,0
207725,1
238071,1
8940,0
227201,1
166296,1
185769,1
98628,0
52309,0
87016,0
117184,0
126628,0
177188,1
236637,1
161216,1
192596,1
219177,1
85567,0
82713,0
52077,0
243702,1
201719,1
12284,0
230847,1
122013,0
185116,1
204034,1
191539,1
219022,1
49709,0
142372,1
240693,1
175423,1
15239,0
245659,1
48653,0
182209,1
187762,1
219163,1
163057,1
229692,1
184607,1
166113,1
91049,0
139381,1
13333,0
92740,0
136242,1
169774,1
148034,1
184384,1
216155,1
227265,1
72249,0
126385,0
90984,0
215371,1
142836,1
25386,0
71909,0
145793,1
41806,0
37542,0
236992,1
29225,0
191437,1
210596,1
31722,0
155064,1
193807,1
194279,1
96280,0
218092,1
248525,1
109286,0
216381,1
181238,1
129747,1
25467,0
215057,1
106678,0
124520,0
69777,0
67987,0
136454,1
45640,0
174899,1
62530,0
111648,0
213990,1
197964,1
3383,0
252660,1
219353,1
225253,1
198026,1
161686,1
118104,0
154684,1
238833,1
150066,1
212986,1
24208,0
94853,0
182642,1
88103,0
129157,1
184509,1
57025,0
63995,0
2803,0
227429,1
205560,1
188397,1
112230,0
233609,1
214248,1
30708,0
45876,0
20698,0
66142,0
22230,0
163622,1
78738,0
239646,1
110372,0
34978,0
221938,1
99629,0
152657,1
229833,1
157570,1
175456,1
148501,1
219681,1
104609,0
74942,0
122259,0
156599,1
76516,0
125023,0
118331,0
121066,0
136667,1
136041,1
214670,1
114607,0
23360,0
168292,1
103526,0
7118,0
74112,0
96776,0
63333,0
186526,1
3574,0
117727,0
166482,1
45541,0
20134,0
151640,1
25166,0
44821,0
46563,0
186004,1
220467,1
120097,0
38416,0
232294,1
225905,1
99376,0
83097,0
231016,1
243718,1
219404,1
15886,0
109624,0
160409,1
133266,1
135278,1
156645,1
108554,0
104872,0
216831,1
68965,0
194841,1
24190,0
80762,0
82801,0
143627,1
237906,1
202168,1
11153,0
81985,0
10481,0
29354,0
198471,1
43780,0
3195,0
165668,1
189871,1
25603,0
36977,0
69228,0
208084,1
200020,1
79643,0
193479,1
9227,0
53058,0
93574,0
51105,0
203192,1
249600,1
235009,1
22704,0
28460,0
29533,0
150167,1
69619,0
154540,1
195894,1
230463,1
22489,0
22971,0
233894,1
136810,1
113769,0
23318,0
110502,0
252184,1
87612,0
83133,0
75925,0
171371,1
132540,1
31608,0
117614,0
169250,1
209067,1
113240,0
238953,1
137228,1
213241,1
80407,0
220831,1
107710,0
43029,0
64894,0
31121,0
153242,1
223827,1
92567,0
215459,1
97453,0
113722,0
121602,0
203002,1
125058,0
235360,1
207287,1
109483,0
121490,0
74397,0
81377,0
225987,1
142773,1
71728,0
254869,1
58969,0
6267,0
100574,0
11558,0
200262,1
148332,1
239385,1
211140,1
161313,1
13821,0
248337,1
60046,0
237470,1
106830,0
172297,1
254178,1
120153,0
185612,1
182923,1
64575,0
56901,0
54310,0
158464,1
113477,0
200637,1
93873,0
52655,0
21305,0
200547,1
156962,1
7127,0
142662,1
45315,0
71445,0
174634,1
222501,1
95847,0
197261,1
229056,1
37041,0
247206,1
44538,0
34709,0
109089,0
159140,1
217817,1
223842,1
60087,0
224616,1
248670,1
40376,0
196904,1
110336,0
81257,0
75314,0
79191,0
75237,0
234907,1
4577,0
190670,1
158714,1
242098,1
140007,1
176351,1
84861,0
45072,0
105871,0
141739,1
1010,0
57639,0
22625,0
177785,1
239095,1
244202,1
8238,0
138266,1
248075,1
66545,0
30784,0
102183,0
236657,1
145712,1
127061,0
25520,0
102363,0
39071,0
156183,1
46796,0
46694,0
94216,0
96313,0
144898,1
180379,1
49895,0
197704,1
33054,0
164840,1
29500,0
123523,0
239190,1
253081,1
77248,0
221548,1
55864,0
151432,1
223146,1
242221,1
57344,0
198843,1
89771,0
226933,1
45656,0
103857,0
136605,1
34712,0
190430,1
114960,0
155307,1
153111,1
188366,1
43022,0
230552,1
245362,1
94679,0
211524,1
74723,0
56527,0
5437,0
5003,0
59920,0
205931,1
59598,0
255541,1
205435,1
164333,1
21804,0
62050,0
76050,0
81908,0
196525,1
40385,0
166981,1
246762,1
130179,1
176394,1
113101,0
75252,0
9700,0
67420,0
165538,1
104440,0
58736,0
99729,0
250426,1
45944,0
42965,0
235204,1
101598,0
184158,1
189439,1
37659,0
111348,0
98629,0
32585,0
197099,1
145725,1
60803,0
143434,1
75333,0
19851,0
18430,0
98785,0
126453,0
81552,0
163400,1
41108,0
119569,0
189721,1
125501,0
10440,0
220693,1
168076,1
117414,0
92801,0
106673,0
144981,1
141827,1
199712,1
30118,0
213660,1
164598,1
91358,0
157910,1
108911,0
153328,1
194629,1
254373,1
49064,0
106538,0
18335,0
122979,0
5675,0
108645,0
141385,1
240992,1
248574,1
227980,1
149797,1
154554,1
229484,1
464,0
63722,0
237087,1
239667,1
153378,1
173374,1
136635,1
107724,0
47030,0
14680,0
8036,0
84413,0
119428,0
29830,0
124432,0
109080,0
84266,0
188177,1
92613,0
3974,0
238081,1
69625,0
5158,0
234266,1
150971,1
111960,0
152569,1
138879,1
151453,1
33908,0
144331,1
156919,1
49126,0
203313,1
142007,1
181248,1
191283,1
38087,0
220220,1
246242,1
249631,1
87084,0
111446,0
157373,1
133801,1
244358,1
113356,0
162155,1
87479,0
171293,1
18143,0
150508,1
220663,1
6541,0
251570,1
86042,0
121564,0
236048,1
33610,0
232979,1
112342,0
160125,1
165506,1
1281,0
149342,1
157271,1
215660,1
41698,0
113752,0
187773,1
118194,0
151914,1
4638,0
219808,1
58894,0
210433,1
152221,1
199202,1
150695,1
188698,1
242670,1
250057,1
189424,1
19531,0
93392,0
186594,1
217446,1
246897,1
157055,1
56041,0
37941,0
128350,1
94987,0
125702,0
117784,0
29081,0
103773,0
18233,0
95647,0
171824,1
114434,0
90023,0
203793,1
207159,1
217339,1
181253,1
161467,1
244315,1
168147,1
58451,0
153702,1
139550,1
219877,1
222902,1
81832,0
235080,1
46481,0
44057,0
165333,1
74323,0
110161,0
173638,1
1413,0
135055,1
173671,1
20798,0
251750,1
36544,0
151654,1
176551,1
196396,1
86741,0
199023,1
176782,1
110981,0
65342,0
19495,0
118536,0
216115,1
43871,0
139356,1
208229,1
118997,0
148422,1
101093,0
22783,0
53865,0
185166,1
201895,1
217136,1
22457,0
94095,0
247032,1
87907,0
241985,1
5546,0
86073,0
183445,1
187473,1
88973,0
129409,1
38144,0
187684,1
113227,0
244318,1
87048,0
162642,1
113400,0
128963,1
213205,1
14288,0
184054,1
129447,1
209553,1
146553,1
215749,1
57946,0
11221,0
85068,0
186468,1
17136,0
14058,0
59065,0
155016,1
84366,0
161583,1
228346,1
177248,1
87774,0
21704,0
254865,1
77076,0
76046,0
37569,0
230233,1
38676,0
249549,1
218906,1
239186,1
54267,0
133612,1
193957,1
134605,1
116838,0
13816,0
114209,0
149014,1
227675,1
38093,0
136526,1
245272,1
109838,0
63453,0
185075,1
123608,0
152874,1
127590,0
117074,0
108445,0
12897,0
147615,1
177284,1
147102,1
160201,1
252934,1
75694,0
163886,1
229131,1
15350,0
78573,0
4610,0
44107,0
245726,1
238364,1
210322,1
209496,1
242495,1
176593,1
227843,1
241193,1
106540,0
122106,0
236922,1
106566,0
190199,1
115043,0
53879,0
31449,0
94929,0
3791,0
233843,1
82264,0
154668,1
50114,0
255307,1
83179,0
9960,0
195265,1
252269,1
32474,0
156576,1
165676,1
18501,0
111065,0
223264,1
118490,0
83382,0
253558,1
99255,0
83015,0
160510,1
96282,0
116294,0
13272,0
57786,0
157511,1
20281,0
225737,1
181937,1
202538,1
7120,0
221362,1
211434,1
13975,0
42605,0
240362,1
24252,0
210490,1
149049,1
244077,1
161568,1
104014,0
154058,1
230073,1
70027,0
150612,1
207692,1
215452,1
33662,0
128541,1
203791,1
201818,1
206630,1
50636,0
216667,1
248381,1
22333,0
137815,1
184238,1
142411,1
119230,0
186975,1
27742,0
242181,1
148231,1
113918,0
123819,0
167687,1
116486,0
75787,0
182500,1
21738,0
148839,1
180116,1
212956,1
20927,0
196290,1
119123,0
63032,0
185691,1
167945,1
69505,0
93549,0
201809,1
169417,1
28149,0
69741,0
216761,1
79755,0
201088,1
61205,0
81826,0
223332,1
178662,1
49733,0
175565,1
165135,1
144419,1
84450,0
150731,1
80513,0
116442,0
152806,1
192507,1
244973,1
23128,0
83081,0
97320,0
159741,1
187663,1
144269,1
149772,1
144676,1
7045,0
115143,0
88579,0
251235,1
240481,1
2749,0
60717,0
79448,0
67454,0
82929,0
124984,0
117083,0
117350,0
60897,0
123333,0
247630,1
214047,1
191879,1
95996,0
172698,1
245069,1
189577,1
145114,1
215278,1
85711,0
207841,1
205130,1
208751,1
220982,1
163017,1
144883,1
233806,1
122954,0
10338,0
97145,0
162881,1
197833,1
241512,1
75338,0
181668,1
161461,1
23832,0
214735,1
32635,0
152829,1
56805,0
53861,0
138358,1
19913,0
182735,1
228103,1
194850,1
29425,0
53690,0
219030,1
142071,1
169086,1
187227,1
146267,1
148322,1
163005,1
52727,0
243664,1
99646,0
162891,1
116812,0
219432,1
186098,1
90100,0
19763,0
206055,1
238459,1
167959,1
106668,0
89761,0
249199,1
148082,1
171554,1
202910,1
124702,0
190285,1
114985,0
93240,0
162026,1
180138,1
4513,0
16073,0
84242,0
23359,0
221459,1
251056,1
100420,0
216220,1
235127,1
80567,0
54426,0
233734,1
54532,0
156988,1
37790,0
178566,1
212913,1
219402,1
224985,1
202957,1
19349,0
102957,0
74770,0
164435,1
221137,1
102670,0
254307,1
129489,1
119706,0
208935,1
116144,0
15103,0
215882,1
230808,1
25376,0
229339,1
44242,0
98290,0
25326,0
216244,1
144897,1
234826,1
153077,1
126493,0
79513,0
217732,1
156867,1
77943,0
208168,1
9992,0
74627,0
110167,0
191942,1
113359,0
138597,1
25746,0
164995,1
175032,1
24816,0
99098,0
47044,0
141441,1
45725,0
211478,1
129689,1
35742,0
6359,0
209739,1
95749,0
125627,0
85596,0
208032,1
139634,1
213208,1
219018,1
31008,0
152511,1
114791,0
80869,0
134915,1
62356,0
204402,1
222456,1
217830,1
223672,1
70258,0
136316,1
187462,1
201177,1
163261,1
144542,1
125383,0
122365,0
176708,1
160022,1
167466,1
20622,0
176340,1
255479,1
208287,1
101992,0
191084,1
225534,1
209127,1
160604,1
231335,1
47970,0
170696,1
162021,1
111074,0
124465,0
233658,1
133404,1
91346,0
163350,1
58381,0
72860,0
164382,1
177939,1
79573,0
246029,1
179850,1
215576,1
221652,1
117870,0
47568,0
241130,1
106527,0
53679,0
187679,1
109147,0
73629,0
17526,0
15,0
250365,1
131834,1
168669,1
102256,0
195468,1
148851,1
230893,1
8933,0
79570,0
210638,1
131092,1
213780,1
195105,1
197402,1
75705,0
141511,1
108411,0
73264,0
44803,0
102657,0
102436,0
195243,1
204811,1
222382,1
84512,0
180198,1
159055,1
127446,0
106607,0
192712,1
134450,1
202629,1
71275,0
188496,1
169948,1
77539,0
195957,1
173888,1
50567,0
201804,1
179170,1
222240,1
70050,0
223840,1
147058,1
7160,0
201393,1
152342,1
230904,1
168654,1
214977,1
161222,1
152931,1
251027,1
35659,0
32405,0
141778,1
62029,0
92574,0
73298,0
245190,1
98718,0
169707,1
114978,0
168130,1
164108,1
246448,1
129768,1
126305,0
160142,1
55016,0
116395,0
232550,1
124075,0
233628,1
240090,1
168925,1
47078,0
122330,0
172184,1
34191,0
118051,0
217337,1
177570,1
197608,1
227992,1
240918,1
235141,1
14620,0
32617,0
88464,0
68749,0
25555,0
232314,1
139325,1
17795,0
255504,1
34757,0
182658,1
181864,1
177536,1
212582,1
109850,0
127925,1
25948,0
6634,0
251776,1
166994,1
239708,1
89741,0
229397,1
3466,0
8471,0
171862,1
16563,0
173773,1
173929,1
235878,1
151777,1
85011,0
12599,0
60936,0
110992,0
190653,1
57510,0
101446,0
182010,1
160005,1
40697,0
111064,0
219383,1
177423,1
27964,0
96785,0
206604,1
82039,0
197239,1
36978,0
112851,0
160042,1
16470,0
93794,0
230875,1
145058,1
178299,1
233054,1
246812,1
176272,1
73862,0
3516,0
232154,1
99103,0
150677,1
2432,0
59612,0
133087,1
40875,0
254015,1
148191,1
118862,0
127956,1
155507,1
34442,0
123735,0
45555,0
17191,0
51004,0
201805,1
45951,0
7512,0
177057,1
66857,0
24378,0
133760,1
123457,0
148362,1
77049,0
8066,0
176503,1
235658,1
13974,0
139757,1
11513,0
81044,0
202936,1
37671,0
241655,1
196207,1
227296,1
201722,1
130379,1
138648,1
106127,0
78816,0
119360,0
35361,0
57868,0
58862,0
248145,1
195154,1
62975,0
121178,0
106688,0
197880,1
213221,1
179157,1
79645,0
85466,0
6385,0
179351,1
105419,0
245325,1
122669,0
156910,1
104249,0
222194,1
150557,1
255613,1
81901,0
43094,0
42838,0
137202,1
160848,1
164696,1
20252,0
179750,1
113239,0
147402,1
55361,0
69927,0
8618,0
83761,0
253241,1
246680,1
54195,0
75673,0
126163,0
115679,0
155033,1
252709,1
97057,0
123903,0
181198,1
44351,0
195591,1
24097,0
160320,1
255050,1
10413,0
124441,0
8760,0
33243,0
218187,1
55280,0
222097,1
111922,0
212592,1
45882,0
239372,1
103397,0
223396,1
132408,1
8965,0
48034,0
252874,1
234198,1
220471,1
179227,1
115442,0
46937,0
43547,0
102873,0
189539,1
198567,1
76319,0
21564,0
228999,1
125783,0
71177,0
190724,1
198926,1
89133,0
125090,0
73754,0
44686,0
72467,0
200425,1
1608,0
13479,0
239251,1
111330,0
160851,1
241372,1
217656,1
77744,0
220118,1
158430,1
70325,0
154432,1
169616,1
142495,1
28097,0
49459,0
253022,1
224660,1
191811,1
845,0
186347,1
131868,1
6954,0
214155,1
63501,0
163746,1
63272,0
51917,0
101680,0
36512,0
227444,1
186079,1
35504,0
85716,0
188391,1
87975,0
95683,0
203788,1
26726,0
19035,0
157560,1
247596,1
90709,0
60687,0
84456,0
12692,0
124083,0
200741,1
154154,1
157030,1
175583,1
186946,1
224439,1
20319,0
87856,0
217630,1
164248,1
78203,0
137054,1
137285,1
46041,0
135775,1
200377,1
136725,1
214604,1
167435,1
151722,1
130740,1
5452,0
26127,0
160411,1
94210,0
236638,1
175203,1
43297,0
53224,0
60663,0
166248,1
115611,0
60576,0
137734,1
31158,0
225570,1
92138,0
73738,0
178393,1
252847,1
76888,0
193762,1
252291,1
154026,1
169734,1
98702,0
69447,0
4106,0
126264,0
121844,0
214187,1
240811,1
195024,1
9046,0
24104,0
103093,0
108210,0
253864,1
48582,0
40834,0
5718,0
187333,1
30972,0
171656,1
219648,1
20007,0
62533,0
10281,0
57357,0
188411,1
87190,0
14440,0
18819,0
20627,0
102511,0
38649,0
215863,1
58433,0
217161,1
40602,0
27875,0
196445,1
128044,1
59597,0
119940,0
116631,0
91054,0
139987,1
172846,1
210960,1
184252,1
73877,0
176771,1
89883,0
127386,0
248613,1
24261,0
26731,0
228112,1
60979,0
250529,1
246943,1
243158,1
222328,1
191536,1
164431,1
44260,0
232193,1
202179,1
172805,1
163524,1
233254,1
62277,0
200175,1
9414,0
152582,1
112853,0
209135,1
93909,0
3495,0
29736,0
219190,1
37884,0
167339,1
202716,1
139158,1
153828,1
110348,0
185450,1
18863,0
226929,1
190205,1
139665,1
198158,1
18252,0
71354,0
176925,1
246060,1
212607,1
101741,0
88334,0
181324,1
191982,1
214315,1
171597,1
120940,0
122217,0
181540,1
48816,0
172056,1
145067,1
113104,0
117352,0
138656,1
146851,1
55225,0
124675,0
44902,0
162101,1
248258,1
207222,1
225794,1
137985,1
166710,1
35413,0
119800,0
149632,1
236125,1
189493,1
230248,1
26474,0
203924,1
252761,1
151875,1
255464,1
119850,0
116606,0
16255,0
40846,0
215896,1
237780,1
112389,0
69393,0
143108,1
60726,0
82881,0
252063,1
120184,0
36402,0
254162,1
183026,1
146503,1
141077,1
249182,1
67543,0
103541,0
209545,1
40868,0
143967,1
171246,1
64573,0
86673,0
200868,1
65528,0
240755,1
202665,1
2693,0
41176,0
246112,1
24112,0
80044,0
146062,1
203729,1
2729,0
89990,0
173154,1
27073,0
211057,1
35468,0
204942,1
199837,1
18312,0
177912,1
53409,0
76197,0
96915,0
37709,0
225694,1
188542,1
77438,0
242871,1
214907,1
28182,0
230927,1
204800,1
3421,0
232517,1
245938,1
29201,0
900,0
215744,1
807,0
126731,0
204456,1
238562,1
85641,0
105758,0
145575,1
76530,0
66427,0
218717,1
53136,0
200115,1
113471,0
43820,0
98475,0
108506,0
220120,1
53904,0
250465,1
167999,1
221087,1
113903,0
104103,0
161545,1
132034,1
65797,0
252784,1
255580,1
189101,1
88516,0
105295,0
225595,1
91094,0
149995,1
241263,1
8314,0
167567,1
169674,1
197895,1
218307,1
252805,1
84701,0
87696,0
221333,1
120116,0
46019,0
72362,0
220701,1
67833,0
246910,1
195456,1
27243,0
217542,1
188729,1
228652,1
75657,0
43554,0
171626,1
118195,0
195417,1
171131,1
170545,1
137952,1
